"State","FIPS","Name","TotalVotes","Obama","Romney"
"WI",55021,"Columbia",30460,17158,13014
"WI",55019,"Clark",13740,6173,7394
"WI",55017,"Chippewa",30914,15211,15371
"WI",55015,"Calumet",26336,11477,14519
"WI",55013,"Burnett",8634,3981,4541
"WI",55011,"Buffalo",7008,3569,3352
"WI",55009,"Brown",128514,62433,64738
"WI",55007,"Bayfield",9759,6025,3597
"WI",55005,"Barron",22583,10883,11413
"WI",55003,"Ashland",8342,5387,2816
"WI",55001,"Adams",10263,5537,4643
"WV",54109,"Wyoming",7496,1575,5751
"WV",54107,"Wood",33600,11067,21980
"WV",54105,"Wirt",2163,673,1422
"WV",54103,"Wetzel",5808,2194,3449
"WV",54101,"Webster",2744,939,1708
"WV",54099,"Wayne",13923,4915,8673
"WV",54097,"Upshur",8195,2143,5878
"WV",54095,"Tyler",3245,880,2291
"WV",54093,"Tucker",3118,876,2160
"WV",54091,"Taylor",5887,1933,3827
"WV",54089,"Summers",4712,1612,2968
"WV",54087,"Roane",5027,1928,2973
"WV",54085,"Ritchie",3749,762,2889
"WV",54083,"Randolph",9727,3325,6150
"WV",54081,"Raleigh",28499,7651,20375
"WV",54079,"Putnam",23501,7198,15926
"WV",54077,"Preston",11089,2916,7841
"WV",54075,"Pocahontas",3553,1298,2167
"WV",54073,"Pleasants",2807,942,1805
"WV",54071,"Pendleton",3224,1067,2087
"WV",54069,"Ohio",17541,6623,10577
"WV",54067,"Nicholas",8676,2635,5823
"WV",54065,"Morgan",7037,2361,4508
"WV",54063,"Monroe",5152,1441,3571
"WV",54061,"Monongalia",31140,13664,16672
"WV",54059,"Mingo",8794,2421,6163
"WV",54057,"Mineral",10784,2836,7687
"WV",54055,"Mercer",21216,5416,15406
"WV",54053,"Mason",9713,3738,5706
"WV",54051,"Marshall",9849,3395,6208
"WV",54049,"Marion",21414,8905,11981
"WV",54047,"McDowell",6136,2086,3931
"WV",54045,"Logan",11901,3461,8186
"WV",54043,"Lincoln",6747,2204,4336
"WV",54041,"Lewis",6243,1719,4349
"WV",54039,"Kanawha",74451,32190,41037
"WV",54037,"Jefferson",21776,10215,11090
"WV",54035,"Jackson",11465,3824,7360
"WV",54033,"Harrison",25948,9660,15755
"WV",54031,"Hardy",5149,1477,3523
"WV",54029,"Hancock",11991,4571,7159
"WV",54027,"Hampshire",7972,2294,5514
"WV",54025,"Greenbrier",12872,4681,7873
"WV",54023,"Grant",4572,713,3775
"WV",54021,"Gilmer",2482,830,1580
"WV",54019,"Fayette",13971,5368,8304
"WV",54017,"Doddridge",2743,571,2108
"WV",54015,"Clay",2989,922,1957
"WV",54013,"Calhoun",2157,801,1288
"WV",54011,"Cabell",31744,13380,17779
"WV",54009,"Brooke",9224,3984,5014
"WV",54007,"Braxton",4756,1985,2692
"WV",54005,"Boone",8434,2777,5414
"WV",54003,"Berkeley",36804,14122,21956
"WV",54001,"Barbour",5733,1761,3804
"WA",53077,"Yakima",62449,25945,35381
"WA",53075,"Whitman",14851,6910,7460
"WA",53073,"Whatcom",91158,49743,38764
"WA",53071,"Walla Walla",15155,5713,9098
"WA",53069,"Wahkiakum",2285,1091,1115
"WA",53067,"Thurston",111652,64879,43703
"WA",53065,"Stevens",17281,6014,10794
"WA",53063,"Spokane",202088,91977,104797
"WA",53061,"Snohomish",298759,169927,121642
"WA",53059,"Skamania",5326,2554,2624
"WA",53057,"Skagit",42273,21875,19418
"WA",53055,"San Juan",10345,6943,3061
"WA",53053,"Pierce",332134,180478,144026
"WA",53051,"Pend Oreille",6649,2501,3942
"WA",53049,"Pacific",10477,5684,4484
"WA",53047,"Okanogan",12781,5259,7151
"WA",53045,"Mason",27897,14568,12637
"WA",53043,"Lincoln",5804,1649,4024
"WA",53041,"Lewis",26348,9772,15954
"WA",53039,"Klickitat",9861,4373,5138
"WA",53037,"Kittitas",15152,6462,8372
"WA",53035,"Kitsap",109919,59701,47468
"WA",53033,"King",871654,599796,252090
"WA",53031,"Jefferson",18717,11985,6113
"WA",53029,"Island",41319,21080,19251
"WA",53027,"Grays Harbor",28224,15692,11743
"WA",53025,"Grant",27041,8746,17570
"WA",53023,"Garfield",1275,335,912
"WA",53021,"Franklin",18940,6876,11657
"WA",53019,"Ferry",3391,1276,1966
"WA",53017,"Douglas",14678,5047,9287
"WA",53015,"Cowlitz",40976,20897,19107
"WA",53013,"Columbia",2222,634,1545
"WA",53011,"Clark",181567,88822,88629
"WA",53009,"Clallam",35242,17231,17087
"WA",53007,"Chelan",30952,12519,17741
"WA",53005,"Benton",78874,27846,49105
"WA",53003,"Asotin",9883,3993,5647
"WA",53001,"Adams",4707,1516,3111
"VA",51840,"Winchester",10254,5089,4943
"VA",51830,"Williamsburg",7722,4901,2678
"VA",51820,"Waynesboro",8772,3836,4789
"VA",51810,"Virginia Beach",195823,94163,99107
"VA",51800,"Suffolk",42381,24194,17778
"VA",51790,"Staunton",11154,5710,5257
"VA",51775,"Salem",12270,4756,7289
"VA",51770,"Roanoke City",37479,22179,14116
"VA",51760,"Richmond City",92175,71037,19732
"VA",51750,"Radford",5382,2732,2520
"VA",51740,"Portsmouth",41860,28994,12407
"VA",51735,"Poquoson",7098,1679,5312
"VA",51730,"Petersburg",15977,14377,1526
"VA",51720,"Norton",1486,566,895
"VA",51710,"Norfolk",77925,55654,21366
"VA",51700,"Newport News",79169,50990,27224
"VA",51690,"Martinsville",6277,3855,2312
"VA",51685,"Manassas Park",4627,2873,1696
"VA",51683,"Manassas",15154,8478,6463
"VA",51680,"Lynchburg",36242,15905,19752
"VA",51678,"Lexington",2677,1484,1146
"VA",51670,"Hopewell",9011,5178,3737
"VA",51660,"Harrisonburg",15541,8650,6564
"VA",51650,"Hampton",71713,51733,19193
"VA",51640,"Galax",2273,900,1332
"VA",51630,"Fredericksburg",11396,7114,4054
"VA",51620,"Franklin City",4351,2830,1496
"VA",51610,"Falls Church",7244,5006,2141
"VA",51600,"Fairfax City",11577,6636,4762
"VA",51595,"Emporia",2691,1793,886
"VA",51590,"Danville",20169,12215,7756
"VA",51580,"Covington",2329,1319,975
"VA",51570,"Colonial Heights",8593,2541,5937
"VA",51550,"Chesapeake",110105,54999,53845
"VA",51540,"Charlottesville",21455,16267,4801
"VA",51530,"Buena Vista",2526,919,1564
"VA",51520,"Bristol",7356,2487,4776
"VA",51515,"Bedford City",2798,1225,1527
"VA",51510,"Alexandria",73470,52434,20205
"VA",51199,"York",33848,13165,20182
"VA",51197,"Wythe",12336,3782,8324
"VA",51195,"Wise",14937,3751,11041
"VA",51193,"Westmoreland",8689,4155,4116
"VA",51191,"Washington",25582,7076,18141
"VA",51187,"Warren",16636,6449,9865
"VA",51185,"Tazewell",17712,3661,13843
"VA",51183,"Sussex",5421,3350,2021
"VA",51181,"Surry",4302,2574,1671
"VA",51179,"Stafford",60338,27130,32429
"VA",51177,"Spotsylvania",57797,25150,31818
"VA",51175,"Southampton",9261,4437,4733
"VA",51173,"Smyth",12751,4169,8376
"VA",51171,"Shenandoah",19289,6462,12526
"VA",51169,"Scott",9964,2395,7439
"VA",51167,"Russell",12063,3716,8177
"VA",51165,"Rockingham",34783,10059,24173
"VA",51163,"Rockbridge",10155,4087,5898
"VA",51161,"Roanoke",53793,19589,33344
"VA",51159,"Richmond",3768,1574,2160
"VA",51157,"Rappahannock",4331,1971,2307
"VA",51155,"Pulaski",14657,5287,8917
"VA",51153,"Prince William",179648,103161,74371
"VA",51149,"Prince George",17180,7671,9350
"VA",51147,"Prince Edward",9224,5132,3952
"VA",51145,"Powhatan",15466,4066,11192
"VA",51143,"Pittsylvania",30578,10855,19275
"VA",51141,"Patrick",8241,2417,5622
"VA",51139,"Page",10205,3724,6344
"VA",51137,"Orange",16330,6870,9244
"VA",51135,"Nottoway",6844,3344,3409
"VA",51133,"Northumberland",7542,3186,4308
"VA",51131,"Northampton",6481,3737,2676
"VA",51127,"New Kent",10941,3555,7246
"VA",51125,"Nelson",8225,4171,3944
"VA",51121,"Montgomery",40938,19903,20006
"VA",51119,"Middlesex",6067,2370,3619
"VA",51117,"Mecklenburg",14813,6786,7855
"VA",51115,"Mathews",5364,1807,3488
"VA",51113,"Madison",6597,2637,3864
"VA",51111,"Lunenburg",5726,2684,2969
"VA",51109,"Louisa",16404,6949,9207
"VA",51107,"Loudoun",158648,81900,74794
"VA",51105,"Lee",9588,2593,6845
"VA",51103,"Lancaster",7052,3144,3749
"VA",51101,"King William",8865,3326,5445
"VA",51099,"King George",11287,4476,6603
"VA",51097,"King and Queen",3645,1743,1863
"VA",51095,"James City",41134,17854,22830
"VA",51093,"Isle of Wight",20772,8754,11797
"VA",51091,"Highland",1411,459,924
"VA",51089,"Henry",24927,10312,13980
"VA",51087,"Henrico",161195,89116,70235
"VA",51085,"Hanover",58936,18283,39920
"VA",51083,"Halifax",16663,7760,8699
"VA",51081,"Greensville",4925,3135,1766
"VA",51079,"Greene",8993,3284,5558
"VA",51077,"Grayson",7146,2094,4801
"VA",51075,"Goochland",13287,4676,8448
"VA",51073,"Gloucester",19246,6764,12137
"VA",51071,"Giles",7544,2730,4660
"VA",51069,"Frederick",36272,12683,22851
"VA",51067,"Franklin",26633,9082,16685
"VA",51065,"Fluvanna",12724,5885,6678
"VA",51063,"Floyd",7626,2732,4671
"VA",51061,"Fauquier",35339,13891,20955
"VA",51059,"Fairfax",440174,260835,173786
"VA",51057,"Essex",5666,3009,2602
"VA",51053,"Dinwiddie",13339,6425,6769
"VA",51051,"Dickenson",6878,2472,4274
"VA",51049,"Cumberland",5040,2422,2538
"VA",51047,"Culpeper",20131,8263,11549
"VA",51045,"Craig",2664,830,1757
"VA",51043,"Clarke",7731,3237,4295
"VA",51041,"Chesterfield",172223,78954,91174
"VA",51037,"Charlotte",5897,2502,3311
"VA",51036,"Charles City",4213,2772,1396
"VA",51035,"Carroll",12315,3500,8351
"VA",51033,"Caroline",13590,7258,6148
"VA",51031,"Campbell",25632,7591,17687
"VA",51029,"Buckingham",7447,3747,3569
"VA",51027,"Buchanan",9636,3094,6436
"VA",51025,"Brunswick",8029,4993,2965
"VA",51023,"Botetourt",18208,5449,12471
"VA",51021,"Bland",2937,735,2144
"VA",51019,"Bedford",40750,10925,29281
"VA",51017,"Bath",2218,894,1274
"VA",51015,"Augusta",33614,9448,23614
"VA",51013,"Arlington",117279,81178,34433
"VA",51011,"Appomattox",7924,2453,5340
"VA",51009,"Amherst",14937,5898,8865
"VA",51007,"Amelia",6885,2488,4324
"VA",51005,"Alleghany",7162,3403,3595
"VA",51003,"Albemarle",53732,29712,23263
"VA",51001,"Accomack",16020,7653,8212
"UT",49057,"Weber",68143,17569,48938
"UT",49055,"Wayne",1323,213,1087
"UT",49053,"Washington",49733,7762,41104
"UT",49051,"Wasatch",9109,2097,6852
"UT",49049,"Utah",161278,15791,142337
"UT",49047,"Uintah",11116,962,10001
"UT",49045,"Tooele",16422,3794,12240
"UT",49043,"Summit",16616,7656,8464
"UT",49041,"Sevier",7781,701,6961
"UT",49039,"Sanpete",8804,889,7767
"UT",49037,"San Juan",5159,2062,3006
"UT",49035,"Salt Lake",341664,132686,198739
"UT",49033,"Rich",999,83,907
"UT",49031,"Piute",781,74,696
"UT",49029,"Morgan",4370,386,3910
"UT",49027,"Millard",4958,424,4421
"UT",49025,"Kane",3281,718,2463
"UT",49023,"Juab",3907,436,3400
"UT",49021,"Iron",13168,1720,11172
"UT",49019,"Grand",3812,1678,1917
"UT",49017,"Garfield",2157,306,1811
"UT",49015,"Emery",4414,569,3743
"UT",49013,"Duchesne",6273,570,5608
"UT",49011,"Davis",112568,20417,90030
"UT",49009,"Daggett",509,91,399
"UT",49007,"Carbon",7231,2204,4834
"UT",49005,"Cache",37099,5434,30818
"UT",49003,"Box Elder",18092,1830,15969
"UT",49001,"Beaver",2534,341,2153
"TX",48507,"Zavala",3653,3042,574
"TX",48505,"Zapata",3529,2517,993
"TX",48503,"Young",7316,992,6225
"TX",48501,"Yoakum",2128,409,1698
"TX",48499,"Wood",17541,3052,14317
"TX",48497,"Wise",20692,3219,17178
"TX",48495,"Winkler",1745,398,1331
"TX",48493,"Wilson",17186,4819,12205
"TX",48491,"Williamson",162936,61812,96910
"TX",48489,"Willacy",5058,3595,1415
"TX",48487,"Wilbarger",3980,971,2956
"TX",48485,"Wichita",40923,10490,29756
"TX",48483,"Wheeler",2128,232,1878
"TX",48481,"Wharton",14087,4235,9750
"TX",48479,"Webb",49101,37592,11074
"TX",48477,"Washington",14373,3378,10850
"TX",48475,"Ward",3238,836,2364
"TX",48473,"Waller",15699,6401,9158
"TX",48471,"Walker",15066,5283,9569
"TX",48469,"Victoria",28827,8795,19684
"TX",48467,"Van Zandt",19081,3083,15790
"TX",48465,"Val Verde",12040,6267,5612
"TX",48463,"Uvalde",8431,3824,4526
"TX",48461,"Upton",1298,332,952
"TX",48459,"Upshur",15049,2953,11948
"TX",48457,"Tyler",7623,1659,5889
"TX",48455,"Trinity",6234,1614,4537
"TX",48453,"Travis",384890,231540,139503
"TX",48451,"Tom Green",36527,9246,26749
"TX",48449,"Titus",8790,2638,6062
"TX",48447,"Throckmorton",813,109,700
"TX",48445,"Terry",3707,1059,2602
"TX",48443,"Terrell",553,184,358
"TX",48441,"Taylor",43170,9725,32853
"TX",48439,"Tarrant",610149,252789,348686
"TX",48437,"Swisher",2265,579,1654
"TX",48435,"Sutton",1489,369,1110
"TX",48433,"Stonewall",675,160,507
"TX",48431,"Sterling",494,31,459
"TX",48429,"Stephens",3407,475,2891
"TX",48427,"Starr",11859,10248,1540
"TX",48425,"Somervell",3507,609,2858
"TX",48423,"Smith",84794,22101,61858
"TX",48421,"Sherman",1038,121,908
"TX",48419,"Shelby",9261,2318,6870
"TX",48417,"Shackelford",1363,131,1218
"TX",48415,"Scurry",5022,837,4121
"TX",48413,"Schleicher",1010,220,781
"TX",48411,"San Saba",2256,323,1905
"TX",48409,"San Patricio",20064,7854,11994
"TX",48407,"San Jacinto",9610,2410,7105
"TX",48405,"San Augustine",3690,1193,2469
"TX",48403,"Sabine",4572,806,3726
"TX",48401,"Rusk",18537,4451,13924
"TX",48399,"Runnels",3665,517,3103
"TX",48397,"Rockwall",35651,8112,27098
"TX",48395,"Robertson",7278,2792,4416
"TX",48393,"Roberts",439,25,408
"TX",48391,"Refugio",2673,998,1659
"TX",48389,"Reeves",2867,1649,1185
"TX",48387,"Red River",5074,1482,3549
"TX",48385,"Real",1533,277,1236
"TX",48383,"Reagan",843,158,676
"TX",48381,"Randall",49588,7553,41366
"TX",48379,"Rains",4065,754,3265
"TX",48377,"Presidio",1808,1273,504
"TX",48375,"Potter",26418,7114,18905
"TX",48373,"Polk",19058,4836,14019
"TX",48371,"Pecos",4147,1591,2512
"TX",48369,"Parmer",2545,528,2005
"TX",48367,"Parker",47346,7804,38980
"TX",48365,"Panola",10221,2211,7941
"TX",48363,"Palo Pinto",9335,1810,7392
"TX",48361,"Orange",30502,6797,23361
"TX",48359,"Oldham",865,71,786
"TX",48357,"Ochiltree",2990,253,2718
"TX",48355,"Nueces",95781,45666,48779
"TX",48353,"Nolan",4567,1216,3277
"TX",48351,"Newton",6188,1721,4399
"TX",48349,"Navarro",15316,4348,10838
"TX",48347,"Nacogdoches",20601,6441,13910
"TX",48345,"Motley",599,55,538
"TX",48343,"Morris",5129,1856,3226
"TX",48341,"Moore",4983,963,3967
"TX",48339,"Montgomery",172820,32852,137822
"TX",48337,"Montague",7737,1116,6539
"TX",48335,"Mitchell",2312,536,1754
"TX",48333,"Mills",2197,279,1882
"TX",48331,"Milam",8220,2632,5478
"TX",48329,"Midland",44277,8223,35452
"TX",48327,"Menard",846,170,663
"TX",48325,"Medina",15948,4760,11016
"TX",48323,"Maverick",10562,8302,2171
"TX",48321,"Matagorda",12110,3972,8026
"TX",48319,"Mason",1965,380,1562
"TX",48317,"Martin",1593,247,1338
"TX",48315,"Marion",4271,1487,2730
"TX",48313,"Madison",4025,964,3028
"TX",48311,"McMullen",508,67,436
"TX",48309,"McLennan",74493,25688,47885
"TX",48307,"McCulloch",2993,537,2419
"TX",48305,"Lynn",1852,464,1377
"TX",48303,"Lubbock",90615,26088,63133
"TX",48301,"Loving",64,9,54
"TX",48299,"Llano",9502,1818,7560
"TX",48297,"Live Oak",4108,915,3153
"TX",48295,"Lipscomb",1168,119,1044
"TX",48293,"Limestone",7563,2208,5288
"TX",48291,"Liberty",22711,5196,17304
"TX",48289,"Leon",6941,1061,5812
"TX",48287,"Lee",6211,1630,4504
"TX",48285,"La Vaca",8279,1427,6788
"TX",48283,"La Salle",1646,965,669
"TX",48281,"Lampasas",7138,1457,5583
"TX",48279,"Lamb",4089,998,3056
"TX",48277,"Lamar",17173,4173,12814
"TX",48275,"Knox",1510,332,1160
"TX",48273,"Kleberg",8902,4752,4056
"TX",48271,"Kinney",1425,522,880
"TX",48269,"King",145,5,139
"TX",48267,"Kimble",1891,217,1667
"TX",48265,"Kerr",21811,4325,17225
"TX",48263,"Kent",404,66,334
"TX",48261,"Kenedy",166,82,83
"TX",48259,"Kendall",17729,3035,14467
"TX",48257,"Kaufman",34604,9451,24804
"TX",48255,"Karnes",4180,1324,2823
"TX",48253,"Jones",5562,1225,4258
"TX",48251,"Johnson",48753,10481,37609
"TX",48249,"Jim Wells",11163,6492,4595
"TX",48247,"Jim Hogg",1667,1301,356
"TX",48245,"Jefferson",88548,44626,43214
"TX",48243,"Jeff Davis",1188,440,717
"TX",48241,"Jasper",13466,3402,9924
"TX",48239,"Jackson",5018,1068,3903
"TX",48237,"Jack",2907,303,2580
"TX",48235,"Irion",788,112,668
"TX",48233,"Hutchinson",7916,1042,6797
"TX",48231,"Hunt",27984,6658,20976
"TX",48229,"Hudspeth",861,379,471
"TX",48227,"Howard",5139,1042,4032
"TX",48225,"Houston",8129,2235,5839
"TX",48223,"Hopkins",12742,2775,9834
"TX",48221,"Hood",22445,3829,18341
"TX",48219,"Hockley",7119,1482,5543
"TX",48217,"Hill",12032,2745,9128
"TX",48215,"Hidalgo",138966,97879,39786
"TX",48213,"Henderson",27582,6094,21202
"TX",48211,"Hemphill",1509,192,1298
"TX",48209,"Hays",58808,25448,31577
"TX",48207,"Haskell",2006,551,1422
"TX",48205,"Hartley",1904,183,1700
"TX",48203,"Harrison",26099,8431,17471
"TX",48201,"Harris",1185478,585451,584866
"TX",48199,"Hardin",21293,3358,17744
"TX",48197,"Hardeman",1495,302,1176
"TX",48195,"Hansford",1960,158,1787
"TX",48193,"Hamilton",3551,591,2918
"TX",48191,"Hall",1108,265,832
"TX",48189,"Hale",8765,2228,6417
"TX",48187,"Guadalupe",49247,15654,32959
"TX",48185,"Grimes",8598,2339,6141
"TX",48183,"Gregg",41356,12336,28665
"TX",48181,"Grayson",42207,10665,30907
"TX",48179,"Gray",7373,885,6428
"TX",48177,"Gonzales",6039,1773,4213
"TX",48175,"Goliad",3452,1127,2294
"TX",48173,"Glasscock",578,44,526
"TX",48171,"Gillespie",12535,2055,10305
"TX",48169,"Garza",1556,276,1262
"TX",48167,"Galveston",109227,39162,68594
"TX",48165,"Gaines",4066,535,3484
"TX",48163,"Frio",3968,2376,1559
"TX",48161,"Freestone",7562,1848,5644
"TX",48159,"Franklin",4255,750,3446
"TX",48157,"Fort Bend",219250,101043,116028
"TX",48155,"Foard",493,140,346
"TX",48153,"Floyd",2085,551,1523
"TX",48151,"Fisher",1628,512,1094
"TX",48149,"Fayette",10534,2311,8098
"TX",48147,"Fannin",10781,2482,8143
"TX",48145,"Falls",5432,2033,3356
"TX",48143,"Erath",12467,1965,10325
"TX",48141,"El Paso",171053,112273,56517
"TX",48139,"Ellis",53756,13803,39353
"TX",48137,"Edwards",883,232,641
"TX",48135,"Ector",32408,8095,23936
"TX",48133,"Eastland",6494,970,5443
"TX",48131,"Duval",4343,3331,979
"TX",48129,"Donley",1533,226,1286
"TX",48127,"Dimmit",2917,2141,762
"TX",48125,"Dickens",1019,216,793
"TX",48123,"De Witt",6624,1463,5114
"TX",48121,"Denton",240125,79917,156105
"TX",48119,"Delta",2018,454,1524
"TX",48117,"Deaf Smith",4309,1239,3042
"TX",48115,"Dawson",3640,1017,2591
"TX",48113,"Dallas",705941,403170,294339
"TX",48111,"Dallam",1532,253,1248
"TX",48109,"Culberson",876,566,294
"TX",48107,"Crosby",1787,639,1132
"TX",48105,"Crockett",1457,480,957
"TX",48103,"Crane",1283,275,985
"TX",48101,"Cottle",739,180,553
"TX",48099,"Coryell",16551,5141,11193
"TX",48097,"Cooke",14291,2240,11901
"TX",48095,"Concho",1001,194,793
"TX",48093,"Comanche",4897,890,3940
"TX",48091,"Comal",51475,11437,39291
"TX",48089,"Colorado",8095,2024,6015
"TX",48087,"Collingsworth",1150,177,962
"TX",48085,"Collin",301101,100754,195933
"TX",48083,"Coleman",3483,441,3007
"TX",48081,"Coke",1406,179,1216
"TX",48079,"Cochran",916,256,648
"TX",48077,"Clay",5056,740,4266
"TX",48075,"Childress",1996,320,1665
"TX",48073,"Cherokee",16387,3935,12291
"TX",48071,"Chambers",14692,2780,11761
"TX",48069,"Castro",2119,630,1470
"TX",48067,"Cass",11764,2921,8747
"TX",48065,"Carson",2775,292,2450
"TX",48063,"Camp",4332,1428,2878
"TX",48061,"Cameron",74802,49159,24955
"TX",48059,"Callahan",5195,751,4376
"TX",48057,"Calhoun",6746,2510,4145
"TX",48055,"Caldwell",11055,4787,6018
"TX",48053,"Burnet",16770,3672,12828
"TX",48051,"Burleson",6455,1705,4671
"TX",48049,"Brown",13936,1904,11894
"TX",48047,"Brooks",2403,1886,507
"TX",48045,"Briscoe",700,117,576
"TX",48043,"Brewster",3866,1765,1975
"TX",48041,"Brazos",55845,17440,37152
"TX",48039,"Brazoria",106422,34327,70684
"TX",48037,"Bowie",35357,10184,24840
"TX",48035,"Bosque",7336,1366,5873
"TX",48033,"Borden",362,32,324
"TX",48031,"Blanco",4971,1220,3637
"TX",48029,"Bexar",511405,263871,240519
"TX",48027,"Bell",85765,35315,49369
"TX",48025,"Bee",7873,3451,4354
"TX",48023,"Baylor",1592,267,1297
"TX",48021,"Bastrop",24457,9860,14019
"TX",48019,"Bandera",9434,1859,7423
"TX",48017,"Bailey",1813,466,1336
"TX",48015,"Austin",11628,2252,9260
"TX",48013,"Atascosa",12704,5128,7451
"TX",48011,"Armstrong",935,98,828
"TX",48009,"Archer",4163,525,3599
"TX",48007,"Aransas",9646,2703,6829
"TX",48005,"Angelina",28403,7833,20301
"TX",48003,"Andrews",4476,794,3636
"TX",48001,"Anderson",16167,3796,12235
"TN",47189,"Wilson",51437,14669,36076
"TN",47187,"Williamson",93606,24328,68090
"TN",47185,"White",9133,2793,6192
"TN",47183,"Weakley",12332,3547,8601
"TN",47181,"Wayne",5484,1163,4251
"TN",47179,"Washington",48003,14318,32787
"TN",47177,"Warren",13008,4748,8007
"TN",47175,"Van Buren",2298,875,1384
"TN",47173,"Union",5820,1474,4278
"TN",47171,"Unicoi",7078,1909,5028
"TN",47169,"Trousdale",2901,1238,1610
"TN",47167,"Tipton",23682,7020,16395
"TN",47165,"Sumner",65334,18571,45979
"TN",47163,"Sullivan",59833,15303,43528
"TN",47161,"Stewart",5115,2069,2963
"TN",47159,"Smith",7081,2467,4492
"TN",47157,"Shelby",370749,232201,135536
"TN",47155,"Sevier",33856,7415,25979
"TN",47153,"Sequatchie",5141,1488,3541
"TN",47151,"Scott",6668,1452,5117
"TN",47149,"Rutherford",98816,36400,60829
"TN",47147,"Robertson",26285,8289,17641
"TN",47145,"Roane",21081,6014,14719
"TN",47143,"Rhea",10578,2625,7793
"TN",47141,"Putnam",25479,7793,17242
"TN",47139,"Polk",6059,1856,4108
"TN",47137,"Pickett",2446,711,1707
"TN",47135,"Perry",2621,992,1578
"TN",47133,"Overton",7657,2802,4772
"TN",47131,"Obion",12296,3320,8814
"TN",47129,"Morgan",6500,1722,4668
"TN",47127,"Moore",2799,705,2053
"TN",47125,"Montgomery",55424,24349,30159
"TN",47123,"Monroe",16320,4368,11717
"TN",47121,"Meigs",3958,1163,2728
"TN",47119,"Maury",32989,11819,20698
"TN",47117,"Marshall",10729,3722,6823
"TN",47115,"Marion",10404,3952,6268
"TN",47113,"Madison",40691,18360,21989
"TN",47111,"Macon",6904,1552,5259
"TN",47109,"McNairy",9809,2643,7010
"TN",47107,"McMinn",17818,4603,12958
"TN",47105,"Loudon",22066,5057,16701
"TN",47103,"Lincoln",13249,3283,9791
"TN",47101,"Lewis",4691,1445,3116
"TN",47099,"Lawrence",15219,4237,10770
"TN",47097,"Lauderdale",8688,4010,4616
"TN",47095,"Lake",2087,884,1163
"TN",47093,"Knox",167330,57594,106411
"TN",47091,"Johnson",6194,1483,4611
"TN",47089,"Jefferson",17565,4230,13037
"TN",47087,"Jackson",4178,1736,2380
"TN",47085,"Humphreys",6860,2904,3829
"TN",47083,"Houston",3027,1400,1579
"TN",47081,"Hickman",7595,2693,4756
"TN",47079,"Henry",12731,4337,8187
"TN",47077,"Henderson",10051,2516,7418
"TN",47075,"Haywood",7567,4567,2960
"TN",47073,"Hawkins",19789,5086,14376
"TN",47071,"Hardin",10495,2467,7886
"TN",47069,"Hardeman",10435,5479,4864
"TN",47067,"Hancock",2046,475,1527
"TN",47065,"Hamilton",142320,58794,79877
"TN",47063,"Hamblen",20020,5229,14515
"TN",47061,"Grundy",4217,1637,2502
"TN",47059,"Greene",23937,6216,17234
"TN",47057,"Grainger",7250,1668,5469
"TN",47055,"Giles",10797,3759,6914
"TN",47053,"Gibson",19667,6564,12883
"TN",47051,"Franklin",16099,5594,10252
"TN",47049,"Fentress",6890,1559,5240
"TN",47047,"Fayette",19562,6683,12682
"TN",47045,"Dyer",13800,3757,9921
"TN",47043,"Dickson",17821,6228,11287
"TN",47041,"DeKalb",6406,2168,4134
"TN",47039,"Decatur",4248,1302,2873
"TN",47037,"Davidson",237372,138899,94464
"TN",47035,"Cumberland",25244,6260,18651
"TN",47033,"Crockett",5497,1669,3782
"TN",47031,"Coffee",19242,5865,13013
"TN",47029,"Cocke",11450,2804,8459
"TN",47027,"Clay",2820,1037,1747
"TN",47025,"Claiborne",10178,2433,7617
"TN",47023,"Chester",6396,1622,4672
"TN",47021,"Cheatham",15177,4656,10266
"TN",47019,"Carter",20607,4786,15496
"TN",47017,"Carroll",10845,3475,7219
"TN",47015,"Cannon",4968,1560,3308
"TN",47013,"Campbell",12097,3327,8602
"TN",47011,"Bradley",35956,8035,27417
"TN",47009,"Blount",49200,12925,35417
"TN",47007,"Bledsoe",4359,1267,3022
"TN",47005,"Benton",6223,2255,3850
"TN",47003,"Bedford",14433,4207,10026
"TN",47001,"Anderson",29621,10112,18941
"SD",46137,"Ziebach",761,439,314
"SD",46135,"Yankton",9924,4208,5463
"SD",46129,"Walworth",2462,671,1731
"SD",46127,"Union",7596,2782,4698
"SD",46125,"Turner",4210,1411,2715
"SD",46123,"Tripp",2691,737,1905
"SD",46121,"Todd",2497,1976,498
"SD",46119,"Sully",816,186,611
"SD",46117,"Stanley",1540,435,1063
"SD",46115,"Spink",3041,1300,1670
"SD",46113,"Shannon",3130,2922,188
"SD",46111,"Sanborn",1115,389,688
"SD",46109,"Roberts",4256,2302,1883
"SD",46107,"Potter",1381,339,1029
"SD",46105,"Perkins",1590,319,1205
"SD",46103,"Pennington",44458,15122,28229
"SD",46101,"Moody",3033,1429,1535
"SD",46099,"Minnehaha",76565,34668,40330
"SD",46097,"Miner",1140,479,636
"SD",46095,"Mellette",769,375,381
"SD",46093,"Meade",10811,2928,7560
"SD",46091,"Marshall",1987,1061,889
"SD",46089,"McPherson",1215,272,921
"SD",46087,"McCook",2613,905,1655
"SD",46085,"Lyman",1569,605,933
"SD",46083,"Lincoln",21952,7982,13611
